#{"t_start": 1634637209.1790543, "env_id": null}
r,l,t
-863.88167,8759,1237.512608
-899.494858,8759,1251.183048
-824.671108,8759,1264.507068
-701.52491,8759,1277.014313
-696.328092,8759,1290.63517
-620.971792,8759,1303.60067
-740.212851,8759,1316.408973
-779.741321,8759,1329.112969
-811.464046,8759,1341.601954
-928.025874,8759,1354.975873
-1029.376613,8759,1368.868151
-1232.100621,8759,1382.86827
-1265.68232,8759,1396.447468
-1318.239795,8759,1410.083848
-1424.19566,8759,1424.632551
-1345.266796,8759,1438.138846
-846.576769,8759,1450.628649
-646.618403,8759,1463.444586
-576.53288,8759,1476.991423
-593.338021,8759,1489.892266
-701.002634,8759,1503.644896
-889.192341,8759,1517.1028
-941.41713,8759,1531.945166
-954.03231,8759,1544.691574
-839.556936,8759,1557.48242
-983.487464,8759,1570.054871
-984.893959,8759,1583.181568
-902.022985,8759,1595.65118
-902.101481,8759,1608.756945
-676.537706,8759,1622.004069
-604.973498,8759,1634.494328
-752.641499,8759,1648.550315
-729.785964,8759,1662.969141
-533.796385,8759,1675.488086
-562.185027,8759,1688.288225
-572.3321,8759,1702.144426
-607.774803,8759,1714.647097
-607.147037,8759,1727.420045
-745.048076,8759,1740.107626
-710.243613,8759,1752.796667
-583.225668,8759,1765.708439
-686.376404,8759,1779.430947
-636.016013,8759,1792.662041
-640.466456,8759,1805.653678
-596.70111,8759,1819.557842
-607.899823,8759,1833.838826
-590.616685,8759,1846.332981
-703.259445,8759,1859.070364
-738.789562,8759,1873.227724
-600.07992,8759,1885.893256
-638.823526,8759,1898.395083
-672.23466,8759,1912.119993
-636.105701,8759,1925.075161
-682.83318,8759,1937.840058
-686.771989,8759,1951.160556
-761.934227,8759,1964.035462
-723.453318,8759,1976.534913
-663.553863,8759,1989.33673
-623.476187,8759,2002.121298
-647.395818,8759,2015.251983
-581.978635,8759,2028.041127
-741.658728,8759,2041.2021
-605.229972,8759,2055.873904
-705.929009,8759,2069.174433
-636.2572,8759,2082.438375
-773.383223,8759,2097.4605
-712.616915,8759,2111.65888
-796.684749,8759,2124.410431
-628.137153,8759,2136.923994
-717.553787,8759,2149.876649
-733.975279,8759,2163.409522
-636.979868,8759,2176.879299
-680.121402,8759,2190.314432
-715.377229,8759,2203.655856
-602.754042,8759,2217.302505
-661.386192,8759,2230.447064
-652.723751,8759,2243.728707
-629.992154,8759,2256.380124
-649.83774,8759,2269.882058
-761.423339,8759,2282.648106
-784.163841,8759,2296.769286
-755.932969,8759,2310.146289
-853.939478,8759,2323.404714
-935.852858,8759,2336.123205
-1140.415749,8759,2348.63037
-1129.841591,8759,2361.470319
-863.410867,8759,2376.008203
-880.473046,8759,2389.445156
-964.457564,8759,2404.022554
-885.116447,8759,2417.532184
-665.566369,8759,2430.2567
-813.915984,8759,2444.28721
-690.090164,8759,2457.766161
-802.337755,8759,2471.467363
-978.294595,8759,2485.522076
-1072.748266,8759,2498.979938
-1150.545678,8759,2512.605595
-1166.118486,8759,2525.340524
-1165.644383,8759,2538.090973
-1239.777085,8759,2552.002627
-1263.004014,8759,2565.058919
-1097.876668,8759,2578.089554
-772.248893,8759,2590.90942
-586.75487,8759,2604.438538
-580.193115,8759,2617.957494
-657.968275,8759,2630.781961
