#{"t_start": 1634637209.1790543, "env_id": null}
r,l,t
-6422.738434,8759,11.705778
-5992.555153,8759,24.207881
-5778.221488,8759,36.527219
-5283.648165,8759,49.209375
-4992.053084,8759,62.098395
-4501.003544,8759,75.358675
-4331.789609,8759,87.894937
-4278.5472,8759,100.212081
-4046.908401,8759,112.630121
-3535.186297,8759,125.757575
-3137.494164,8759,138.079095
-2901.14929,8759,150.412264
-2936.606134,8759,163.421753
-2605.227435,8759,176.836201
-2366.809053,8759,190.547739
-2247.906075,8759,203.224763
-1832.969631,8759,216.866759
-1800.729949,8759,229.232168
-1681.048819,8759,243.922308
-1449.51674,8759,257.6925
-1389.664794,8759,271.535281
-1302.022416,8759,284.054836
-1324.249368,8759,296.880712
-1203.220062,8759,309.820997
-1284.21795,8759,322.225606
-1127.897999,8759,336.127386
-1042.050852,8759,348.768147
-982.814591,8759,361.680681
-931.224063,8759,374.491717
-927.910521,8759,388.000293
-1090.307022,8759,400.412229
-1269.748386,8759,412.848922
-1209.752754,8759,426.437734
-1171.79605,8759,439.128801
-1253.695144,8759,452.854707
-1242.184524,8759,465.500466
-1002.906785,8759,478.986225
-1009.98674,8759,491.970027
-776.903748,8759,505.707422
-647.507882,8759,518.106088
-650.526462,8759,530.845178
-881.077168,8759,543.275858
-926.889924,8759,556.535373
-781.766786,8759,569.456472
-639.256738,8759,582.984693
-737.969786,8759,596.031039
-861.860742,8759,609.221219
-818.847217,8759,621.993903
-861.51359,8759,635.771351
-767.578457,8759,648.626081
-843.426583,8759,661.586531
-808.692399,8759,674.258764
-728.364319,8759,686.956812
-789.684748,8759,699.394269
-782.352564,8759,712.235059
-890.220153,8759,724.666169
-891.391093,8759,737.093353
-674.34569,8759,749.921271
-896.854893,8759,762.605949
-1072.223928,8759,776.098977
-947.180939,8759,789.847365
-863.431732,8759,803.343468
-1038.390182,8759,816.0921
-993.163708,8759,829.614263
-757.827031,8759,842.293531
-766.375959,8759,854.911751
-745.590967,8759,867.669445
-796.200467,8759,880.490008
-680.845792,8759,895.676183
-650.016595,8759,908.149757
-824.375608,8759,921.410672
-778.258105,8759,934.208457
-744.622556,8759,947.422447
-1045.991095,8759,959.901024
-1064.897395,8759,975.042908
-1107.695995,8759,987.982618
-1073.269414,8759,1001.576551
-869.040366,8759,1014.211127
-726.514678,8759,1028.369539
-680.092538,8759,1040.845584
-708.097576,8759,1053.705867
-638.724175,8759,1066.793082
-662.943025,8759,1079.87504
-755.715723,8759,1092.527192
-730.536307,8759,1105.973889
-682.937888,8759,1119.16174
-1016.602759,8759,1132.049108
-964.858009,8759,1144.51961
-911.385022,8759,1158.277317
-1013.854996,8759,1171.285879
-1015.706922,8759,1183.771657
-944.044298,8759,1197.281551
-834.961616,8759,1211.440332
-844.339276,8759,1225.020397
