#{"t_start": 1657532882.7218163, "env_id": "MicrogridControlGym-v0"}
r,l,t
-8723.414991,8759,45.589063
-6928.271485,8759,94.386672
-6699.566263,8759,138.995092
-6749.511087,8759,183.82001
-6706.948257,8759,228.796272
