#{"t_start": 1650029023.1194544, "env_id": null}
r,l,t
-4914.317282,8759,14.838316
-4304.292708,8759,28.315177
-3867.985972,8759,42.237034
-3431.231281,8759,57.226221
-3470.955944,8759,72.913452
-3422.174023,8759,88.346551
-3380.406682,8759,103.300998
-3281.674052,8759,118.814774
-3273.265391,8759,133.045665
-3255.307845,8759,146.874174
-3316.732226,8759,161.045635
-3360.169773,8759,173.885114
-3361.367812,8759,187.238306
-3396.535092,8759,200.145521
-3382.42645,8759,213.257973
-3324.378996,8759,226.785418
-3319.404198,8759,239.575097
-3313.203323,8759,252.409016
-3300.030125,8759,265.732227
-3323.525367,8759,280.40819
-3317.618203,8759,294.318216
-3289.385549,8759,306.743517
-3313.353389,8759,320.160731
-3348.587612,8759,333.523952
-3351.580915,8759,346.27574
-3330.770729,8759,359.01168
-3337.53578,8759,371.612798
-3326.258986,8759,384.83997
-3322.050437,8759,399.141782
-3346.365027,8759,411.717708
-3352.876691,8759,425.126774
-3421.500744,8759,439.007418
-3377.596493,8759,451.527294
-3357.343711,8759,464.783908
-3285.05905,8759,478.224686
