#{"t_start": 1637058731.0896146, "env_id": null}
r,l,t
-3865.294132,8759,32.621655
-1531.22551,8759,64.88378
-117.957191,8759,100.174448
630.618932,8759,140.34396
908.50798,8759,184.440343
743.344154,8759,228.175588
557.070108,8759,268.204704
663.826,8759,311.024474
846.515414,8759,351.689697
618.97321,8759,425.3528
564.775508,8759,464.271721
262.382849,8759,505.707734
82.801074,8759,544.22953
114.849431,8759,583.455784
259.226225,8759,623.789367
132.879285,8759,662.623376
409.099524,8759,701.750489
372.224971,8759,750.223132
637.706859,8759,793.859268
810.578457,8759,873.740033
