#{"t_start": 1637835945.5308955, "env_id": null}
r,l,t
-22847.726306,8759,33.609094
-21745.625768,8759,67.490706
-21425.700721,8759,100.19148
-21588.347945,8759,133.203631
-21346.031426,8759,166.292449
-22186.252594,8759,199.529871
-22266.295425,8759,232.929116
-22056.654038,8759,267.521203
-21241.486986,8759,303.190547
-22573.908081,8759,340.07692
-21048.344489,8759,376.924863
-21285.709706,8759,413.529
-21625.08359,8759,451.188264
-21424.970283,8759,488.813043
-23193.870173,8759,526.369158
-23093.050662,8759,563.888345
-21850.02788,8759,601.228944
-22443.340284,8759,639.199636
-21054.348931,8759,676.698001
-21157.424064,8759,714.569457
-21078.896894,8759,749.891141
-22047.2352,8759,785.96398
-22213.202629,8759,823.793027
-20960.922038,8759,860.621404
-21205.699165,8759,898.279673
-20950.623592,8759,936.104435
-21796.825109,8759,973.006171
-20953.617122,8759,1008.825934
-20764.58122,8759,1043.943008
-21374.29724,8759,1117.678915
