#{"t_start": 1657096972.0402064, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10463.349708,8759,48.015856
-8362.3342,8759,101.992926
-8064.201554,8759,153.134541
-8031.509554,8759,205.558547
-7953.254948,8759,256.689506
