#{"t_start": 1636549209.9376178, "env_id": null}
r,l,t
-5348.29294,8759,27.621931
-3292.864015,8759,54.574014
-1548.758166,8759,82.928517
-993.581936,8759,111.011512
-1129.323946,8759,139.168684
-1098.728162,8759,167.569923
-1062.870811,8759,196.563494
-1242.822408,8759,225.781018
-1383.883106,8759,255.545756
-1362.480025,8759,321.500444
-1122.704254,8759,349.614502
-995.14626,8759,377.560256
-825.360338,8759,406.263347
-584.862636,8759,435.180273
-592.455902,8759,464.387057
-756.018267,8759,492.468443
-759.692598,8759,521.631435
-765.546075,8759,550.478164
-732.141376,8759,579.685085
-777.898583,8759,642.663761
-840.8283,8759,671.992748
-905.565282,8759,700.393972
-919.607254,8759,729.333505
-707.587002,8759,758.358925
-840.450244,8759,787.671056
-791.662105,8759,817.870381
-876.269293,8759,847.061448
-817.117166,8759,876.382758
-697.62345,8759,905.89312
-827.372456,8759,970.15607
