#{"t_start": 1637578369.847607, "env_id": null}
r,l,t
-4827.297365,8759,34.84853
-4169.684727,8759,70.422694
-3587.22824,8759,106.163835
-3237.622143,8759,142.023809
-3276.132631,8759,177.901499
-3332.524088,8759,213.702681
-3297.840669,8759,250.276079
-3322.191957,8759,286.681909
-3276.334405,8759,322.903143
-3247.102876,8759,359.061163
-3254.767931,8759,395.458374
-3241.925557,8759,431.545806
-3280.023316,8759,467.657449
-3256.503594,8759,503.200548
-3294.586287,8759,539.382187
-3273.731051,8759,575.946264
-3279.901801,8759,613.424531
-3270.051278,8759,647.797443
-3244.048336,8759,681.807893
-3292.280695,8759,716.118329
-3259.863754,8759,750.385986
-3267.969558,8759,784.48092
-3264.198002,8759,819.192947
-3268.16771,8759,853.670036
-3295.813932,8759,888.184795
-3312.64218,8759,922.402861
-3307.212542,8759,956.907971
-3290.615579,8759,991.535267
-3290.57954,8759,1025.795032
-3269.42141,8759,1100.123381
