#{"t_start": 1657098704.3773847, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10626.852648,8759,44.511323
-8786.412785,8759,92.708759
-8437.047084,8759,140.840905
-8343.992489,8759,188.639832
-8333.411799,8759,235.9903
