#{"t_start": 1637216756.2521966, "env_id": null}
r,l,t
21285.569119,8759,27.385759
20767.890148,8759,55.147042
21176.872592,8759,84.11017
22337.352806,8759,111.510682
22222.922169,8759,141.148407
22304.229811,8759,168.391859
23252.215321,8759,196.512835
22796.676889,8759,225.085399
22998.229209,8759,253.429936
22226.454514,8759,339.902959
22379.562182,8759,368.42282
22105.616799,8759,395.934207
22561.846284,8759,424.026838
22458.514044,8759,451.97556
23336.387144,8759,481.363824
23529.192889,8759,513.185843
23101.643466,8759,541.878948
23169.023565,8759,570.874943
23144.112474,8759,600.970797
23157.665925,8759,683.065682
23202.467444,8759,711.136193
22921.307129,8759,738.541665
23008.026403,8759,768.789206
22862.83167,8759,798.083256
22831.130375,8759,827.797351
23151.980328,8759,856.788929
22963.969562,8759,885.638866
23074.290131,8759,913.916343
22924.883153,8759,941.623421
22848.269668,8759,1019.490455
