#{"t_start": 1650029800.241567, "env_id": null}
r,l,t
-5297.598231,8759,13.280082
-5314.422142,8759,27.756742
-5372.200253,8759,41.632119
-5277.225795,8759,56.163334
-5339.733995,8759,70.676202
-5290.379985,8759,84.971203
-5276.702129,8759,99.123591
-5239.75044,8759,113.493935
-5275.241042,8759,127.94714
-5332.672741,8759,142.145815
-5304.665696,8759,157.425178
-5258.473628,8759,171.234415
-5358.39765,8759,183.887084
-5247.001545,8759,196.859399
-5325.985738,8759,211.02315
-5264.502619,8759,223.808324
-5376.436093,8759,236.799691
-5252.983096,8759,249.594565
-5367.449935,8759,264.161832
