#{"t_start": 1637886149.7128427, "env_id": null}
r,l,t
-22785.436964,8759,33.656484
-24411.45182,8759,66.750241
-22154.469936,8759,99.218539
-22246.954979,8759,132.010339
-22649.075325,8759,164.617166
-22106.384313,8759,197.181734
-21883.302905,8759,230.026725
-22787.153895,8759,263.267987
-22934.277358,8759,296.389149
-21998.151398,8759,329.239225
-21843.464435,8759,361.913212
-21371.807235,8759,394.707441
-21777.272139,8759,428.181745
-21821.538709,8759,461.249159
-21308.284886,8759,494.333985
-21094.675774,8759,527.105261
-21475.822804,8759,560.350724
-21420.340738,8759,593.163884
-21209.97815,8759,626.386562
-22914.032422,8759,659.77798
-21598.316605,8759,692.536163
-21465.328763,8759,725.107192
-21893.008444,8759,758.529289
-20684.977774,8759,790.985768
-20959.019515,8759,823.620411
-21150.185494,8759,856.608387
-20752.105575,8759,889.251776
-22207.107357,8759,922.660961
-21723.136783,8759,955.305613
-21928.174965,8759,1022.867212
