#{"t_start": 1637675996.9127917, "env_id": null}
r,l,t
-29582.447526,8759,33.794004
-30202.709961,8759,67.674559
-27347.209469,8759,100.274547
-26579.573189,8759,135.263708
-26768.062951,8759,169.715151
-26952.780696,8759,202.400533
-27685.892433,8759,235.352142
-28529.680008,8759,269.616196
-28579.848509,8759,303.200887
-28212.846606,8759,336.017743
-26981.127184,8759,369.46292
-27650.809697,8759,403.212881
-26406.089442,8759,435.602869
-27021.578818,8759,467.976261
-27334.936577,8759,501.871527
-27793.705027,8759,535.449443
-26911.605712,8759,568.003403
-27198.924027,8759,600.739913
-29192.15835,8759,634.015673
-27765.560892,8759,666.871809
-27106.89735,8759,700.089856
-27419.75848,8759,732.774055
-27718.606377,8759,765.5464
-26638.459439,8759,798.124365
-27454.719179,8759,831.090488
-27176.691594,8759,863.662102
-26810.143568,8759,896.192165
-28135.32144,8759,929.321039
-28448.080776,8759,962.47
-28206.207327,8759,1041.379742
