#{"t_start": 1635867033.04391, "env_id": null}
r,l,t
-5836.295445,8759,70.578818
-4638.657069,8759,140.071605
-3300.088654,8759,205.20877
-2353.041285,8759,268.839546
-1673.911939,8759,295.965276
-1227.292528,8759,323.146569
-1469.573063,8759,350.363354
-1233.252266,8759,377.527698
-1187.512308,8759,404.561021
-877.021914,8759,473.143719
-700.556905,8759,500.33471
-581.912231,8759,527.490461
-693.787491,8759,554.601902
-741.112781,8759,582.841779
-977.758961,8759,610.125961
-941.606532,8759,640.674959
-674.872774,8759,669.653858
-875.934775,8759,696.934452
-940.874084,8759,724.423545
-868.754101,8759,786.599083
-929.322464,8759,814.000594
-732.08026,8759,841.385981
-589.467907,8759,868.848326
-629.437617,8759,896.443139
-598.361714,8759,923.952427
-687.672181,8759,951.676982
-652.400561,8759,979.256247
-618.42317,8759,1007.061921
-620.278324,8759,1034.444748
-618.590223,8759,1095.910892
-649.450393,8759,1123.462705
-626.332795,8759,1150.873553
-786.061489,8759,1178.573545
-893.561064,8759,1206.106346
-870.346864,8759,1233.662786
-837.340288,8759,1261.14788
-860.000204,8759,1288.848441
-846.174195,8759,1316.427717
-833.302631,8759,1344.13875
-912.224409,8759,1406.133695
-836.165534,8759,1433.665913
-745.790666,8759,1461.260901
-759.686069,8759,1488.704179
-835.596171,8759,1516.513061
-763.604313,8759,1544.031767
-929.452194,8759,1571.675607
-922.486284,8759,1599.150682
-854.014795,8759,1626.679512
-923.437494,8759,1654.291255
-901.21488,8759,1717.336661
