#{"t_start": 1637917215.6636913, "env_id": null}
r,l,t
7805.38822,8759,28.606774
7965.878787,8759,56.213187
8657.586398,8759,83.136735
8496.210609,8759,109.784367
8311.863403,8759,136.480366
8215.195184,8759,163.266871
8470.683072,8759,190.75498
8864.798416,8759,217.320997
9359.307286,8759,244.253148
9406.103034,8759,271.140268
9648.682039,8759,298.273097
9588.20356,8759,324.97785
9651.832398,8759,352.21771
9927.003192,8759,378.85777
9976.911228,8759,405.499429
9565.155203,8759,433.579496
9716.293623,8759,461.857986
9844.120396,8759,489.100868
9750.049215,8759,515.845757
9881.378917,8759,544.132068
9472.667596,8759,572.882679
9824.301281,8759,601.422804
9815.195151,8759,629.170391
9893.857844,8759,657.522076
9953.504865,8759,685.937416
9798.041557,8759,714.107348
9785.257882,8759,740.524173
9816.148101,8759,768.508548
9825.246026,8759,797.10432
9704.81647,8759,871.59465
