#{"t_start": 1637659514.1430755, "env_id": null}
r,l,t
-3995.661674,8759,35.466189
-3397.155387,8759,70.29098
-2736.662768,8759,104.66084
-2446.780161,8759,139.176548
-2528.232018,8759,173.407818
-2553.552778,8759,207.837197
-2501.495438,8759,242.516689
-2523.891786,8759,277.566448
-2474.297713,8759,312.125379
-2521.00254,8759,347.851624
-2469.45568,8759,384.013808
-2540.761022,8759,418.754542
-2509.459777,8759,454.38001
-2448.358755,8759,490.053527
-2446.521657,8759,525.055687
-2482.964899,8759,559.937731
-2473.231485,8759,596.138475
-2494.427639,8759,630.765448
-2520.837726,8759,665.687714
-2493.131495,8759,701.666897
-2468.78509,8759,737.284273
-2452.905328,8759,773.020763
-2413.891214,8759,808.853597
-2454.854914,8759,844.378473
-2576.33457,8759,878.352137
-2470.237912,8759,913.705237
-2444.267681,8759,948.8646
-2468.84086,8759,983.601805
-2475.205529,8759,1019.670089
-2485.835417,8759,1096.644363
