#{"t_start": 1657099633.461925, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10159.540265,8759,41.991052
-7961.238159,8759,87.97372
-7579.727516,8759,134.633981
-7511.448912,8759,181.258463
-7702.725821,8759,227.705348
