#{"t_start": 1637853038.9322517, "env_id": null}
r,l,t
-4944.181264,8759,33.314162
-4128.549072,8759,70.556263
-3517.844714,8759,107.166233
-3262.440523,8759,143.647074
-3364.324831,8759,179.796388
-3353.934285,8759,215.961226
-3436.388546,8759,252.450058
-3500.007434,8759,289.126735
-3531.331454,8759,325.883307
-3421.317569,8759,361.456496
-3403.951822,8759,397.457656
-3455.098439,8759,432.768256
-3484.30467,8759,468.577346
-3557.964966,8759,503.361453
-3586.769541,8759,538.445216
-3576.271802,8759,573.356785
-3448.183299,8759,608.80224
-3540.309289,8759,643.554335
-3572.759905,8759,678.17848
-3515.820905,8759,713.449932
-3585.617357,8759,748.375041
-3533.137028,8759,783.242462
-3489.79585,8759,818.558306
-3507.045155,8759,853.406408
-3501.597481,8759,888.056224
-3541.941212,8759,922.838722
-3529.479419,8759,957.707387
-3513.680927,8759,992.530339
-3544.321339,8759,1028.013379
-3558.624559,8759,1103.481838
