#{"t_start": 1637255756.4783564, "env_id": null}
r,l,t
-3955.952507,8759,35.000819
-3340.202217,8759,70.837668
-2751.148488,8759,105.626088
-2426.994726,8759,140.932015
-2432.394286,8759,175.693396
-2476.826713,8759,212.615495
-2497.631985,8759,247.550195
-2538.96629,8759,282.573816
-2580.237816,8759,316.917482
-2527.408956,8759,352.231321
-2490.601598,8759,390.985074
-2477.826276,8759,429.514238
-2467.696184,8759,465.680794
-2425.2412,8759,502.468827
-2444.004855,8759,538.984116
-2431.948522,8759,575.863952
-2427.285186,8759,612.544505
-2487.388028,8759,650.212148
-2473.709841,8759,684.428627
-2447.31842,8759,718.300212
-2459.935279,8759,752.758706
-2450.194644,8759,786.627617
-2480.026772,8759,820.748211
-2481.28148,8759,854.816213
-2499.796059,8759,888.924827
-2501.127416,8759,922.872373
-2494.783492,8759,956.739279
-2488.989679,8759,990.75742
-2486.616918,8759,1024.911049
-2510.833148,8759,1100.001979
