#{"t_start": 1657115860.3129961, "env_id": "MicrogridControlGym-v0"}
r,l,t
-9281.019735,8759,46.476352
-7274.602504,8759,104.842506
-6836.240016,8759,159.917868
-6746.804068,8759,209.521557
-6762.288967,8759,261.253308
