#{"t_start": 1637055686.8455918, "env_id": null}
r,l,t
23819.940662,8759,28.092526
34538.624251,8759,57.872608
61578.232937,8759,87.906301
61869.535099,8759,119.638933
57665.612376,8759,148.364197
57014.190184,8759,176.587184
56349.454519,8759,204.316108
59772.741356,8759,232.564482
63313.186832,8759,261.079468
58947.977428,8759,339.945054
56961.736663,8759,368.197993
52342.151845,8759,399.153615
47256.455557,8759,429.029136
48179.661141,8759,457.024392
49145.096357,8759,486.733049
49910.053126,8759,513.937291
52153.543385,8759,542.773764
48165.365336,8759,571.072903
48924.614845,8759,600.379938
47227.293176,8759,674.804585
