#{"t_start": 1657031665.2360983, "env_id": "MicrogridControlGym-v0"}
r,l,t
-7584.280092,8759,51.296602
-5404.907053,8759,109.385483
-5210.929085,8759,168.284199
-5209.81116,8759,226.958115
-5224.153279,8759,287.807964
