#{"t_start": 1637074481.1838498, "env_id": null}
r,l,t
-13942.946083,8759,25.966552
-11915.244111,8759,52.770091
-9465.341882,8759,79.527734
-10545.206923,8759,106.089346
-11397.19342,8759,132.27361
-10485.070798,8759,158.444748
-10028.200264,8759,184.655608
-10601.029225,8759,211.016929
-10896.180374,8759,237.467577
-9911.150754,8759,304.754066
-10317.264651,8759,334.99999
-10657.058033,8759,363.501121
-11658.080044,8759,390.90623
-9688.851139,8759,417.70104
-9859.510528,8759,444.457913
-9998.500965,8759,471.306173
-9122.656673,8759,498.036005
-9658.941116,8759,525.63209
-9767.087829,8759,552.485739
-9941.671827,8759,619.621855
