#{"t_start": 1637854260.5795202, "env_id": null}
r,l,t
8033.429179,8759,27.615704
9351.575449,8759,58.469884
9125.692951,8759,88.261481
8848.445924,8759,118.016658
8916.670933,8759,147.726141
9009.890245,8759,177.368782
8786.639913,8759,206.883576
8918.573849,8759,235.620355
9134.314881,8759,264.105393
9249.117,8759,292.670362
9060.733736,8759,321.133726
9256.001497,8759,349.667027
9477.265634,8759,379.198671
9523.177118,8759,409.029109
9761.937872,8759,438.73306
9593.226443,8759,468.321887
9545.068385,8759,498.226582
9664.368624,8759,527.899281
9688.814526,8759,557.543139
9788.736872,8759,587.398029
9759.908327,8759,617.461851
9768.739417,8759,647.587455
9825.217836,8759,677.030524
9857.469823,8759,705.483034
9760.644934,8759,734.022699
9751.010182,8759,763.315511
9781.83081,8759,793.376169
9597.538265,8759,823.676727
9609.213308,8759,852.600381
9733.653643,8759,933.028442
