#{"t_start": 1636550226.593197, "env_id": null}
r,l,t
-5467.096681,8759,27.647577
-3102.652,8759,55.854335
-1639.921011,8759,84.4015
-874.515173,8759,112.40552
-975.02952,8759,140.895744
-868.725498,8759,169.713895
-777.453765,8759,199.967587
-962.200789,8759,228.858308
-1009.143656,8759,256.429716
-990.026545,8759,318.522416
-1052.427092,8759,346.24308
-1102.530553,8759,375.215058
-1172.095505,8759,402.433555
-850.227929,8759,431.776466
-829.642804,8759,461.375249
-734.782252,8759,492.048815
-726.864986,8759,521.491003
-756.367467,8759,551.233996
-732.618877,8759,580.760489
-707.079269,8759,644.044179
-704.866427,8759,672.446084
-682.194089,8759,703.433844
-751.086742,8759,732.798738
-698.647085,8759,760.755123
-636.109675,8759,788.277699
-711.376424,8759,815.351689
-783.543729,8759,843.644311
-932.974656,8759,874.145634
-957.353575,8759,903.680784
-650.9545,8759,965.890833
