#{"t_start": 1637071287.7858703, "env_id": null}
r,l,t
-5084.284664,8759,26.466451
-2488.61371,8759,54.240712
-1044.534584,8759,80.967367
-1150.62527,8759,108.288329
-1105.808673,8759,135.189195
-1112.89868,8759,161.939454
-1126.97284,8759,188.472727
-1085.330524,8759,215.359466
-919.59626,8759,242.18769
-951.025341,8759,301.381092
-891.202215,8759,327.81486
-831.353772,8759,355.508272
-864.986771,8759,383.160695
-972.114958,8759,410.048976
-1067.506984,8759,436.784072
-1147.671085,8759,463.612744
-999.553899,8759,490.572422
-954.393244,8759,517.288406
-880.365873,8759,543.745729
-865.381266,8759,603.209487
