#{"t_start": 1650031769.0364807, "env_id": null}
r,l,t
-3348.182914,8759,14.858642
-3125.10856,8759,31.454957
-3127.864061,8759,47.120873
-3123.383216,8759,63.251862
-3319.7465,8759,77.597507
-3134.087441,8759,92.723208
-3153.109766,8759,107.815604
-3156.197511,8759,122.213199
-3116.432425,8759,136.389848
-3131.035826,8759,150.530771
-3160.420122,8759,164.439217
-3178.179983,8759,179.118919
-3151.602748,8759,193.44987
-3218.601395,8759,208.034416
-3179.132366,8759,222.338088
-3150.619109,8759,238.227477
-3234.897859,8759,252.805317
