#{"t_start": 1650028456.997195, "env_id": null}
r,l,t
-5333.507434,8759,13.946836
-5343.537813,8759,28.778666
-5244.749453,8759,43.393332
-5310.112103,8759,57.747384
-5306.81283,8759,72.340844
-5303.573703,8759,86.733315
-5361.277932,8759,101.887824
-5327.27695,8759,116.96858
-5217.595261,8759,131.671124
-5331.773015,8759,146.708663
-5235.488566,8759,161.193223
-5267.633308,8759,175.613597
-5389.199409,8759,189.744112
-5303.450455,8759,204.813029
-5355.218634,8759,219.795784
-5248.745832,8759,234.88053
-5299.277873,8759,249.806526
-5341.029824,8759,264.472472
-5334.548043,8759,279.233905
-5347.128833,8759,294.001483
-5307.489961,8759,309.103449
-5292.320153,8759,323.726941
-5304.65672,8759,338.654108
-5309.255391,8759,353.559593
-5341.873781,8759,368.748531
-5288.87973,8759,383.556183
-5314.573133,8759,398.461975
-5280.830027,8759,413.41102
-5258.009221,8759,428.070353
-5251.730611,8759,443.035948
-5246.392431,8759,458.044144
-5285.173046,8759,473.142177
-5227.435496,8759,488.100858
-5257.904095,8759,503.271759
-5204.445287,8759,518.301824
