#{"t_start": 1637059614.169735, "env_id": null}
r,l,t
-5598.280864,8759,35.594374
-2682.582061,8759,71.649233
-1859.933693,8759,106.505858
-2101.440442,8759,140.366533
-2086.75522,8759,174.530033
-2281.445206,8759,211.384165
-2248.904756,8759,245.607795
-2159.495307,8759,277.17736
-2144.412895,8759,311.782709
-1721.980253,8759,381.139206
-1522.56657,8759,415.253481
-1668.691247,8759,450.599745
-2083.522206,8759,485.98312
-2074.784249,8759,520.479989
-2221.033441,8759,555.138001
-2426.901988,8759,589.533553
-2227.023001,8759,622.279214
-2418.601006,8759,656.680112
-2520.380441,8759,690.725932
-2535.732358,8759,763.829295
