#{"t_start": 1635864124.4276578, "env_id": null}
r,l,t
-4912.177942,8759,72.097456
-3652.204095,8759,142.928319
-2461.985487,8759,212.59003
-1576.463935,8759,281.315288
-698.42374,8759,314.3909
-202.61171,8759,348.619318
-202.415354,8759,383.560869
-142.399845,8759,418.889168
16.604733,8759,455.226698
-157.857014,8759,524.848986
-379.771835,8759,558.588466
-367.926183,8759,592.643201
-259.927567,8759,626.582441
-67.636734,8759,660.85155
-150.954169,8759,694.848941
49.962816,8759,729.119462
20.571436,8759,763.536196
-34.060911,8759,797.587016
-26.115262,8759,831.898225
-22.060656,8759,900.429144
176.566085,8759,934.743802
234.526416,8759,969.318696
325.909863,8759,1004.710031
288.126579,8759,1039.969769
240.068246,8759,1075.760038
422.56695,8759,1112.580634
426.866232,8759,1149.727206
404.942621,8759,1186.913566
491.495286,8759,1226.037821
605.805004,8759,1297.293334
688.975106,8759,1335.015353
618.354197,8759,1372.051815
745.319638,8759,1409.941144
849.862425,8759,1448.497512
746.218101,8759,1487.018769
770.389241,8759,1525.143854
1048.633446,8759,1565.5512
1070.521406,8759,1607.893385
1146.556253,8759,1647.968322
1173.50042,8759,1722.053545
1030.531922,8759,1761.772185
1170.376712,8759,1801.705448
1125.458495,8759,1843.02385
970.50456,8759,1882.152789
883.817549,8759,1920.015182
811.025087,8759,1958.16401
850.159288,8759,1996.199097
891.69926,8759,2034.610953
925.408909,8759,2072.828191
864.100319,8759,2143.775136
