#{"t_start": 1657098940.4333425, "env_id": "MicrogridControlGym-v0"}
r,l,t
-11922.11798,8759,43.383247
-9340.377508,8759,91.972318
-8934.58421,8759,139.541861
-8948.007682,8759,187.271664
-9099.847823,8759,235.447608
