#{"t_start": 1657030396.7872732, "env_id": "MicrogridControlGym-v0"}
r,l,t
-5719.276781,8759,44.613258
-4212.91591,8759,95.306531
-3932.603412,8759,145.630881
-3941.911254,8759,195.919096
-3955.386927,8759,246.53027
