#{"t_start": 1636373835.7468312, "env_id": null}
r,l,t
-5190.709611,8759,70.61098
-3025.316887,8759,139.152293
-1828.799001,8759,205.890751
-1271.143209,8759,272.459435
-1430.696048,8759,301.120085
-1463.785,8759,329.249768
-1390.205428,8759,358.791128
-1292.153596,8759,388.924449
-1271.59216,8759,418.998473
-1259.876776,8759,485.84353
-829.957707,8759,515.774714
-717.135843,8759,544.810245
-810.983496,8759,573.710977
-571.475855,8759,601.289323
-705.861334,8759,628.06867
-741.494787,8759,654.811057
-816.522901,8759,682.146407
-1049.7662,8759,709.069255
-1105.173535,8759,738.199263
-988.711862,8759,801.470518
-1134.269729,8759,830.128659
-1145.583217,8759,857.725313
-1171.058505,8759,885.026079
-953.164249,8759,914.08028
-877.858197,8759,941.206213
-990.020319,8759,968.242262
-817.762154,8759,995.647247
-578.98887,8759,1024.106647
-478.909746,8759,1051.476426
-663.363032,8759,1111.448439
