#{"t_start": 1657028564.5147297, "env_id": "MicrogridControlGym-v0"}
r,l,t
-13775.755964,8759,41.932898
-11401.472655,8759,86.83203
-11028.173485,8759,130.779848
-11041.394835,8759,175.286385
-11037.184918,8759,218.681782
