#{"t_start": 1657116649.5713832, "env_id": "MicrogridControlGym-v0"}
r,l,t
-5958.009233,8759,49.518638
-4382.565817,8759,105.411818
-4152.302247,8759,160.311713
-4114.303973,8759,215.608391
-4093.263022,8759,270.22788
