#{"t_start": 1657541545.8487546, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10717.390371,8759,43.509559
-8644.805872,8759,91.540867
-8601.398041,8759,141.827119
-8559.095778,8759,191.288534
-8486.105704,8759,241.20399
