#{"t_start": 1657533111.5839014, "env_id": "MicrogridControlGym-v0"}
r,l,t
-12384.263498,8759,40.726482
-10252.726916,8759,85.963957
-9939.601697,8759,131.228102
-9944.003064,8759,176.604618
-9940.639838,8759,222.542817
