#{"t_start": 1637242482.7197278, "env_id": null}
r,l,t
-4901.73904,8759,46.291478
-4099.488801,8759,94.338504
-3454.181377,8759,144.073281
-3167.394674,8759,190.988874
-3195.024098,8759,234.274585
-3185.500174,8759,276.824958
-3199.271224,8759,321.156667
-3397.971927,8759,367.881607
-3234.52783,8759,415.348861
-3198.291856,8759,465.913248
-3222.658313,8759,520.707444
-3235.320428,8759,577.681307
-3264.781713,8759,637.601831
-3227.073472,8759,702.140548
-3299.328831,8759,757.731943
-3240.166504,8759,817.351946
-3202.628408,8759,876.608806
-3190.283371,8759,936.629478
-3210.259168,8759,996.870601
-3242.321976,8759,1058.878055
-3216.73997,8759,1117.995627
-3205.155778,8759,1175.425751
-3200.180714,8759,1230.105088
-3165.659895,8759,1283.2306
-3155.921593,8759,1334.229508
-3181.010862,8759,1387.551143
-3184.876248,8759,1441.603842
-3204.62808,8759,1492.772375
-3200.663396,8759,1543.441869
-3214.875001,8759,1647.191433
