#{"t_start": 1657099861.2382066, "env_id": "MicrogridControlGym-v0"}
r,l,t
-14875.001948,8759,40.794354
-12398.895244,8759,87.068438
-11995.689065,8759,132.45791
-12007.706288,8759,179.16076
-12008.243024,8759,224.867431
