#{"t_start": 1657096719.7966292, "env_id": "MicrogridControlGym-v0"}
r,l,t
-11302.498524,8759,46.223114
-8849.633926,8759,96.149081
-8532.813607,8759,148.974509
-8550.388241,8759,200.877861
-8582.190957,8759,252.169794
