#{"t_start": 1657115340.76718, "env_id": "MicrogridControlGym-v0"}
r,l,t
-16242.115518,8759,47.842758
-13808.659414,8759,100.462861
-13442.958293,8759,155.067844
-13417.207344,8759,209.08342
-13434.307159,8759,262.107596
