#{"t_start": 1657097976.2453616, "env_id": "MicrogridControlGym-v0"}
r,l,t
-9232.19848,8759,48.81278
-6992.939215,8759,103.754663
-6833.076223,8759,158.915447
-6967.623788,8759,209.073363
-6960.762707,8759,259.596366
