#{"t_start": 1657116984.192748, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10186.784437,8759,51.064805
-7958.523404,8759,110.246333
-7711.915336,8759,167.996375
-7762.492483,8759,227.250946
-7758.404152,8759,280.956976
