#{"t_start": 1636541550.8254578, "env_id": null}
r,l,t
-5751.917495,8759,30.546664
-3436.229925,8759,60.302336
-1785.794718,8759,89.451681
-1319.221611,8759,119.249979
-1339.138235,8759,149.196833
-1419.00485,8759,176.55856
-1431.507466,8759,204.231796
-1266.051947,8759,232.466044
-861.042936,8759,261.493165
-1237.334674,8759,328.421554
-1316.733399,8759,358.552337
-1226.549257,8759,387.286945
-1103.591851,8759,416.620326
-1124.125291,8759,446.794302
-1050.832366,8759,478.173093
-1072.204712,8759,509.760594
-1177.078219,8759,539.029206
-951.197175,8759,568.069057
-701.106892,8759,595.737194
-730.577302,8759,657.316821
-891.332755,8759,684.847306
-799.101244,8759,712.312034
-860.782555,8759,739.649029
-1021.994706,8759,766.730475
-1150.452905,8759,794.061381
-1190.216465,8759,821.534048
-1084.388639,8759,848.906557
-1010.753531,8759,876.325555
-850.680689,8759,903.856408
-988.55511,8759,968.959153
