#{"t_start": 1657114850.15034, "env_id": "MicrogridControlGym-v0"}
r,l,t
-15793.758932,8759,47.304027
-13255.310198,8759,96.56545
-12873.960261,8759,145.434372
-12870.944686,8759,194.669357
-12858.950709,8759,247.784567
