#{"t_start": 1650030248.2073095, "env_id": null}
r,l,t
-3209.357094,8759,13.515185
-3194.251991,8759,28.305897
-3209.648385,8759,42.573482
-3158.386918,8759,56.804716
-3174.508689,8759,71.85935
-3235.651911,8759,86.891367
-3189.817702,8759,101.584805
-3169.146305,8759,116.53958
-3185.801963,8759,131.530683
-3171.386112,8759,146.612898
-3203.626646,8759,161.264248
-3212.173381,8759,176.026472
-3219.426233,8759,190.675392
-3192.87697,8759,205.381098
-3221.89764,8759,220.25071
-3278.351663,8759,235.587863
-3211.311056,8759,251.260512
-3190.447812,8759,265.941559
-3187.39389,8759,281.76602
