#{"t_start": 1657533334.19401, "env_id": "MicrogridControlGym-v0"}
r,l,t
-15801.45958,8759,41.194035
-13227.519755,8759,86.502371
-12860.93789,8759,132.109207
-12868.645414,8759,177.447326
-12868.208139,8759,221.924173
