#{"t_start": 1637316346.431447, "env_id": null}
r,l,t
-4954.992336,8759,27.749132
-4129.786062,8759,57.021075
-3487.923118,8759,85.010178
-3211.925111,8759,113.492009
-3140.203531,8759,142.763075
-3162.281964,8759,172.229586
-3175.08308,8759,201.295483
-3254.484073,8759,231.154347
-3252.812699,8759,260.394107
-3237.559718,8759,289.058198
-3235.684702,8759,319.247913
-3184.971506,8759,349.022635
-3175.331136,8759,378.269629
-3207.464185,8759,407.446723
-3299.356837,8759,436.768066
-3398.383261,8759,466.597678
-3308.472628,8759,496.439883
-3285.125695,8759,527.486706
-3243.121045,8759,559.156834
-3275.699255,8759,590.460589
-3302.767804,8759,620.121397
-3263.737961,8759,651.198144
-3280.774822,8759,682.373911
-3327.32857,8759,712.170691
-3297.090539,8759,742.11673
-3277.90309,8759,771.575281
-3267.408294,8759,799.639856
-3213.331424,8759,829.066341
-3223.380461,8759,858.969592
-3279.092617,8759,931.774917
