#{"t_start": 1657115602.9538062, "env_id": "MicrogridControlGym-v0"}
r,l,t
-12477.387044,8759,46.795418
-10375.479587,8759,101.764991
-10006.407575,8759,154.435205
-10021.654577,8759,205.51699
-10013.767529,8759,257.284021
