#{"t_start": 1637181170.7101953, "env_id": null}
r,l,t
20781.957485,8759,31.510687
19499.226262,8759,63.17935
20935.144685,8759,95.403608
21115.660548,8759,126.602656
20615.166695,8759,157.810575
20563.215856,8759,190.708472
20407.37384,8759,222.461352
20579.463686,8759,252.962929
20932.084049,8759,284.126555
21274.953801,8759,370.687518
21658.647187,8759,403.540267
21626.927248,8759,436.389344
21964.925507,8759,468.33109
22197.1661,8759,500.989722
22433.850571,8759,534.084679
23182.873843,8759,567.139193
22659.754713,8759,599.389424
22886.630635,8759,631.44427
22782.732049,8759,663.520108
22908.431439,8759,751.603046
23409.453373,8759,784.325798
23348.451724,8759,817.775536
23163.456372,8759,850.146376
23095.847563,8759,883.236418
23765.44906,8759,916.237972
22860.025981,8759,949.473069
22835.333716,8759,982.57783
23050.078964,8759,1015.143209
23025.676874,8759,1047.577606
23112.862612,8759,1134.672148
