#{"t_start": 1634809221.6787658, "env_id": null}
r,l,t
-4531.900837,8759,70.70304
-3775.102316,8759,142.686523
-2508.844427,8759,214.414603
-1613.387375,8759,281.861741
-598.978837,8759,314.739857
73.076052,8759,350.176853
521.68231,8759,388.126194
741.721343,8759,427.710865
131.771141,8759,463.693059
308.983557,8759,534.821339
818.424137,8759,574.335965
676.573765,8759,613.862837
603.897622,8759,652.176785
434.466448,8759,689.999595
680.160827,8759,727.811703
619.353979,8759,765.369096
633.47137,8759,802.53946
454.887867,8759,839.04935
581.853139,8759,875.262993
566.884513,8759,942.678227
470.145495,8759,977.363396
480.289899,8759,1011.826174
479.011409,8759,1048.116101
370.103058,8759,1083.316654
533.486652,8759,1119.54521
560.176355,8759,1159.117841
605.236034,8759,1196.129063
952.025001,8759,1235.955044
657.295098,8759,1274.347833
778.033858,8759,1346.5069
849.6246,8759,1384.658177
1014.742788,8759,1423.429328
831.435088,8759,1460.429665
840.018015,8759,1497.984985
816.305534,8759,1535.04991
902.467381,8759,1573.518119
885.271291,8759,1612.571795
1020.863778,8759,1652.313444
1066.701696,8759,1691.670794
812.290858,8759,1762.34898
795.992215,8759,1800.623253
780.413154,8759,1838.157729
1105.808767,8759,1878.372411
858.837509,8759,1916.78028
1084.195302,8759,1956.023218
951.252834,8759,1994.824402
935.231645,8759,2032.984397
1013.649083,8759,2071.851849
997.292242,8759,2110.983806
1017.196398,8759,2180.229765
