#{"t_start": 1650031250.714529, "env_id": null}
r,l,t
-4956.02128,8759,14.697771
-3116.12392,8759,30.923995
-3168.440443,8759,45.200712
-3226.320218,8759,59.777533
-3210.965875,8759,74.152349
-3243.02881,8759,87.95487
-3252.612935,8759,102.90719
-3259.688321,8759,116.757697
-3298.400894,8759,130.616222
-3292.093877,8759,144.669538
-3285.893895,8759,159.77894
-3281.275277,8759,173.936803
-3236.694466,8759,187.805589
-3253.61459,8759,202.443563
-3250.999743,8759,216.845552
-3292.562597,8759,230.876805
-3283.287658,8759,245.215716
-3265.470727,8759,259.583803
-3279.078255,8759,274.56485
