#{"t_start": 1657094505.7989173, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10044.425382,8759,49.43509
-7932.447131,8759,104.843666
-7602.736361,8759,158.952095
-7574.743669,8759,213.275142
-7682.082653,8759,260.332786
