#{"t_start": 1657029427.7186055, "env_id": "MicrogridControlGym-v0"}
r,l,t
-16346.639236,8759,39.316787
-13814.315399,8759,83.507581
-13421.012764,8759,127.676015
-13406.885177,8759,172.029811
-13452.453152,8759,216.374941
