,PV production,Consumption,Net demand,Hydrogen_storage
2022-01-01 00:00:00,0.0,219.65,219.65,0.0
2022-01-01 01:00:00,0.0,195.44,195.44,0.0
2022-01-01 02:00:00,0.0,175.62,175.62,1365.0
2022-01-01 03:00:00,0.0,169.98,169.98,0.0
2022-01-01 04:00:00,0.0,173.81,173.81,1365.0
2022-01-01 05:00:00,0.0,178.83,178.83,0.0
2022-01-01 06:00:00,0.0,190.82,190.82,0.0
2022-01-01 07:00:00,0.0,239.49,239.49,0.0
2022-01-01 08:00:00,1049.02,204.59,-844.43,1365.0
2022-01-01 09:00:00,2265.6200000000003,283.31,-1982.3100000000004,1365.0
2022-01-01 10:00:00,3701.6699999999996,200.54,-3501.1299999999997,0.0
2022-01-01 11:00:00,4040.6800000000003,448.48,-3592.2000000000003,0.0
2022-01-01 12:00:00,4210.92,408.69,-3802.23,1365.0
2022-01-01 13:00:00,3108.6299999999997,373.56,-2735.0699999999997,1365.0
2022-01-01 14:00:00,1621.3400000000001,408.03,-1213.3100000000002,2730.0
2022-01-01 15:00:00,487.69,269.19,-218.5,4095.0
2022-01-01 16:00:00,0.0,333.13,333.13,1995.0
2022-01-01 17:00:00,0.0,386.34,386.34,3360.0
2022-01-01 18:00:00,0.0,442.37,442.37,3360.0
2022-01-01 19:00:00,0.0,458.98,458.98,1260.0
2022-01-01 20:00:00,0.0,437.75,437.75,2625.0
2022-01-01 21:00:00,0.0,360.48,360.48,2625.0
2022-01-01 22:00:00,0.0,294.81,294.81,3990.0
2022-01-01 23:00:00,0.0,235.96,235.96,3990.0
2022-01-02 00:00:00,0.0,195.57,195.57,3990.0
2022-01-02 01:00:00,0.0,173.38,173.38,3990.0
2022-01-02 02:00:00,0.0,161.64,161.64,3990.0
2022-01-02 03:00:00,0.0,163.98,163.98,1890.0
2022-01-02 04:00:00,0.0,172.63,172.63,3255.0
2022-01-02 05:00:00,0.0,197.0,197.0,1155.0
2022-01-02 06:00:00,0.0,257.48,257.48,0.0
2022-01-02 07:00:00,0.0,329.84,329.84,0.0
2022-01-02 08:00:00,248.5,327.46,78.95999999999998,0.0
2022-01-02 09:00:00,380.03,330.81,-49.21999999999997,0.0
2022-01-02 10:00:00,761.39,275.09,-486.3,0.0
2022-01-02 11:00:00,656.88,334.42,-322.46,1365.0
2022-01-02 12:00:00,3638.39,43.94,-3594.45,0.0
2022-01-02 13:00:00,3299.94,59.21,-3240.73,0.0
2022-01-02 14:00:00,2084.81,36.58,-2048.23,1365.0
2022-01-02 15:00:00,1040.27,137.43,-902.8399999999999,2730.0
2022-01-02 16:00:00,0.0,302.46,302.46,630.0
2022-01-02 17:00:00,0.0,373.02,373.02,0.0
2022-01-02 18:00:00,0.0,455.92,455.92,1365.0
2022-01-02 19:00:00,0.0,478.63,478.63,1365.0
2022-01-02 20:00:00,0.0,447.78,447.78,2730.0
2022-01-02 21:00:00,0.0,366.48,366.48,2730.0
2022-01-02 22:00:00,0.0,289.9,289.9,2730.0
2022-01-02 23:00:00,0.0,230.66,230.66,630.0
2022-01-03 00:00:00,0.0,193.35,193.35,0.0
2022-01-03 01:00:00,0.0,174.96,174.96,0.0
2022-01-03 02:00:00,0.0,164.49,164.49,0.0
2022-01-03 03:00:00,0.0,165.73,165.73,0.0
2022-01-03 04:00:00,0.0,177.24,177.24,0.0
2022-01-03 05:00:00,0.0,198.85,198.85,0.0
2022-01-03 06:00:00,0.0,260.1,260.1,0.0
2022-01-03 07:00:00,0.0,328.97,328.97,1365.0
2022-01-03 08:00:00,580.09,325.74,-254.35000000000002,1365.0
2022-01-03 09:00:00,961.4499999999999,319.71,-641.74,0.0
2022-01-03 10:00:00,588.21,421.21,-167.00000000000006,0.0
2022-01-03 11:00:00,853.5799999999999,556.67,-296.90999999999997,0.0
2022-01-03 12:00:00,548.8000000000001,565.79,16.989999999999895,1365.0
2022-01-03 13:00:00,816.69,477.26,-339.43000000000006,0.0
2022-01-03 14:00:00,453.53000000000003,472.99,19.45999999999998,0.0
2022-01-03 15:00:00,79.24000000000001,518.25,439.01,0.0
2022-01-03 16:00:00,0.0,583.36,583.36,0.0
2022-01-03 17:00:00,0.0,381.06,381.06,0.0
2022-01-03 18:00:00,0.0,444.96,444.96,0.0
2022-01-03 19:00:00,0.0,472.06,472.06,0.0
2022-01-03 20:00:00,0.0,441.15,441.15,1365.0
2022-01-03 21:00:00,0.0,369.13,369.13,2730.0
2022-01-03 22:00:00,0.0,297.04,297.04,4095.0
2022-01-03 23:00:00,0.0,230.48,230.48,1995.0
2022-01-04 00:00:00,0.0,194.12,194.12,0.0
2022-01-04 01:00:00,0.0,174.75,174.75,0.0
2022-01-04 02:00:00,0.0,164.02,164.02,0.0
2022-01-04 03:00:00,0.0,162.98,162.98,1365.0
2022-01-04 04:00:00,0.0,172.85,172.85,2730.0
2022-01-04 05:00:00,0.0,195.0,195.0,2730.0
2022-01-04 06:00:00,0.0,249.5,249.5,2730.0
2022-01-04 07:00:00,0.0,311.88,311.88,630.0
2022-01-04 08:00:00,115.64,355.74,240.10000000000002,1995.0
2022-01-04 09:00:00,375.41,332.49,-42.920000000000016,1995.0
2022-01-04 10:00:00,1132.39,365.22,-767.1700000000001,0.0
2022-01-04 11:00:00,4495.82,346.79,-4149.03,0.0
2022-01-04 12:00:00,4407.69,332.21,-4075.4799999999996,1365.0
2022-01-04 13:00:00,1744.54,373.36,-1371.1799999999998,2730.0
2022-01-04 14:00:00,913.8500000000001,241.66,-672.1900000000002,630.0
2022-01-04 15:00:00,410.55,235.86,-174.69,630.0
2022-01-04 16:00:00,0.0,295.38,295.38,630.0
2022-01-04 17:00:00,0.0,361.74,361.74,0.0
2022-01-04 18:00:00,0.0,446.5,446.5,1365.0
2022-01-04 19:00:00,0.0,472.86,472.86,1365.0
2022-01-04 20:00:00,0.0,447.09,447.09,1365.0
2022-01-04 21:00:00,0.0,372.71,372.71,1365.0
2022-01-04 22:00:00,0.0,299.57,299.57,1365.0
2022-01-04 23:00:00,0.0,236.89,236.89,0.0
2022-01-05 00:00:00,0.0,196.68,196.68,0.0
2022-01-05 01:00:00,0.0,175.85,175.85,0.0
2022-01-05 02:00:00,0.0,165.33,165.33,1365.0
2022-01-05 03:00:00,0.0,165.69,165.69,1365.0
2022-01-05 04:00:00,0.0,176.57,176.57,2730.0
2022-01-05 05:00:00,0.0,200.19,200.19,2730.0
2022-01-05 06:00:00,0.0,266.0,266.0,4095.0
2022-01-05 07:00:00,0.0,333.85,333.85,1995.0
2022-01-05 08:00:00,578.69,255.62,-323.07000000000005,3360.0
2022-01-05 09:00:00,1521.3100000000002,104.24,-1417.0700000000002,4725.0
2022-01-05 10:00:00,1539.4399999999998,120.33,-1419.11,4725.0
2022-01-05 11:00:00,1254.12,176.87,-1077.25,6090.0
2022-01-05 12:00:00,599.9,277.63,-322.27,6090.0
2022-01-05 13:00:00,2794.6800000000003,37.84,-2756.84,6090.0
2022-01-05 14:00:00,1188.04,145.79,-1042.25,7455.0
2022-01-05 15:00:00,41.370000000000005,268.78,227.40999999999997,7455.0
2022-01-05 16:00:00,0.0,287.5,287.5,7455.0
2022-01-05 17:00:00,0.0,359.96,359.96,7455.0
2022-01-05 18:00:00,0.0,448.5,448.5,8820.0
2022-01-05 19:00:00,0.0,476.59,476.59,6720.0
2022-01-05 20:00:00,0.0,442.37,442.37,6720.0
2022-01-05 21:00:00,0.0,368.0,368.0,6720.0
2022-01-05 22:00:00,0.0,299.57,299.57,4620.0
2022-01-05 23:00:00,0.0,232.06,232.06,4620.0
2022-01-06 00:00:00,0.0,195.64,195.64,4620.0
2022-01-06 01:00:00,0.0,178.21,178.21,4620.0
2022-01-06 02:00:00,0.0,167.63,167.63,2520.0
2022-01-06 03:00:00,0.0,170.71,170.71,420.0
2022-01-06 04:00:00,0.0,181.68,181.68,0.0
2022-01-06 05:00:00,0.0,203.22,203.22,1365.0
2022-01-06 06:00:00,0.0,265.3,265.3,1365.0
2022-01-06 07:00:00,0.0,338.27,338.27,1365.0
2022-01-06 08:00:00,425.88,333.89,-91.99000000000001,0.0
2022-01-06 09:00:00,2592.52,322.88,-2269.64,0.0
2022-01-06 10:00:00,1494.99,154.2,-1340.79,0.0
2022-01-06 11:00:00,4055.3100000000004,40.48,-4014.8300000000004,0.0
2022-01-06 12:00:00,4124.75,38.73,-4086.02,0.0
2022-01-06 13:00:00,3759.77,171.99,-3587.7799999999997,0.0
2022-01-06 14:00:00,2714.46,89.49,-2624.9700000000003,1365.0
2022-01-06 15:00:00,849.24,172.94,-676.3,0.0
2022-01-06 16:00:00,0.0,306.07,306.07,1365.0
2022-01-06 17:00:00,0.0,363.35,363.35,2730.0
2022-01-06 18:00:00,0.0,446.29,446.29,630.0
2022-01-06 19:00:00,0.0,468.14,468.14,0.0
2022-01-06 20:00:00,0.0,438.34,438.34,0.0
2022-01-06 21:00:00,0.0,369.27,369.27,1365.0
2022-01-06 22:00:00,0.0,308.91,308.91,2730.0
2022-01-06 23:00:00,0.0,251.4,251.4,4095.0
2022-01-07 00:00:00,0.0,206.03,206.03,4095.0
2022-01-07 01:00:00,0.0,181.88,181.88,1995.0
2022-01-07 02:00:00,0.0,167.75,167.75,1995.0
2022-01-07 03:00:00,0.0,167.14,167.14,0.0
2022-01-07 04:00:00,0.0,175.38,175.38,0.0
2022-01-07 05:00:00,0.0,184.25,184.25,0.0
2022-01-07 06:00:00,0.0,207.78,207.78,0.0
2022-01-07 07:00:00,0.0,284.82,284.82,1365.0
2022-01-07 08:00:00,1338.82,208.53,-1130.29,0.0
2022-01-07 09:00:00,2786.49,143.09,-2643.3999999999996,1365.0
2022-01-07 10:00:00,3702.23,86.7,-3615.53,1365.0
2022-01-07 11:00:00,4444.58,66.49,-4378.09,2730.0
2022-01-07 12:00:00,4439.400000000001,49.88,-4389.52,630.0
2022-01-07 13:00:00,3794.7000000000003,53.98,-3740.7200000000003,630.0
2022-01-07 14:00:00,3023.2999999999997,40.36,-2982.9399999999996,630.0
2022-01-07 15:00:00,1128.61,176.85,-951.7599999999999,630.0
2022-01-07 16:00:00,0.0,321.28,321.28,1995.0
2022-01-07 17:00:00,0.0,373.63,373.63,0.0
2022-01-07 18:00:00,0.0,434.69,434.69,0.0
2022-01-07 19:00:00,0.0,448.51,448.51,1365.0
2022-01-07 20:00:00,0.0,417.33,417.33,0.0
2022-01-07 21:00:00,0.0,357.58,357.58,1365.0
2022-01-07 22:00:00,0.0,310.36,310.36,1365.0
2022-01-07 23:00:00,0.0,257.29,257.29,0.0
2022-01-08 00:00:00,0.0,221.13,221.13,1365.0
2022-01-08 01:00:00,0.0,197.27,197.27,2730.0
2022-01-08 02:00:00,0.0,177.27,177.27,2730.0
2022-01-08 03:00:00,0.0,171.04,171.04,630.0
2022-01-08 04:00:00,0.0,176.48,176.48,0.0
2022-01-08 05:00:00,0.0,180.26,180.26,0.0
2022-01-08 06:00:00,0.0,193.25,193.25,1365.0
2022-01-08 07:00:00,0.0,241.6,241.6,1365.0
2022-01-08 08:00:00,588.2800000000001,281.74,-306.5400000000001,1365.0
2022-01-08 09:00:00,2251.69,103.99,-2147.7000000000003,1365.0
2022-01-08 10:00:00,3983.21,122.37,-3860.84,0.0
2022-01-08 11:00:00,3568.8799999999997,65.71,-3503.1699999999996,1365.0
2022-01-08 12:00:00,4031.23,76.41,-3954.82,0.0
2022-01-08 13:00:00,4208.610000000001,55.17,-4153.4400000000005,1365.0
2022-01-08 14:00:00,1413.0900000000001,181.5,-1231.5900000000001,2730.0
2022-01-08 15:00:00,773.5,207.87,-565.63,2730.0
2022-01-08 16:00:00,0.0,331.13,331.13,4095.0
2022-01-08 17:00:00,0.0,385.78,385.78,1995.0
2022-01-08 18:00:00,0.0,443.59,443.59,0.0
2022-01-08 19:00:00,0.0,460.84,460.84,0.0
2022-01-08 20:00:00,0.0,439.88,439.88,0.0
2022-01-08 21:00:00,0.0,363.12,363.12,0.0
2022-01-08 22:00:00,0.0,298.14,298.14,0.0
2022-01-08 23:00:00,0.0,238.03,238.03,1365.0
2022-01-09 00:00:00,0.0,195.21,195.21,1365.0
2022-01-09 01:00:00,0.0,173.37,173.37,1365.0
2022-01-09 02:00:00,0.0,162.07,162.07,1365.0
2022-01-09 03:00:00,0.0,163.12,163.12,1365.0
2022-01-09 04:00:00,0.0,172.62,172.62,2730.0
2022-01-09 05:00:00,0.0,196.11,196.11,630.0
2022-01-09 06:00:00,0.0,255.2,255.2,630.0
2022-01-09 07:00:00,0.0,326.47,326.47,0.0
2022-01-09 08:00:00,244.65000000000003,459.29,214.64,0.0
2022-01-09 09:00:00,2531.97,348.78,-2183.1899999999996,0.0
2022-01-09 10:00:00,2385.81,355.35,-2030.46,1365.0
2022-01-09 11:00:00,2841.02,359.22,-2481.8,1365.0
2022-01-09 12:00:00,2021.3899999999999,383.0,-1638.3899999999999,2730.0
2022-01-09 13:00:00,3044.65,310.54,-2734.11,4095.0
2022-01-09 14:00:00,2515.59,280.47,-2235.12,4095.0
2022-01-09 15:00:00,2002.1399999999999,275.84,-1726.3,5460.0
2022-01-09 16:00:00,0.0,601.04,601.04,3360.0
2022-01-09 17:00:00,0.0,738.51,738.51,1260.0
2022-01-09 18:00:00,0.0,592.46,592.46,2625.0
2022-01-09 19:00:00,0.0,474.33,474.33,525.0
2022-01-09 20:00:00,0.0,445.16,445.16,1890.0
2022-01-09 21:00:00,0.0,364.54,364.54,0.0
2022-01-09 22:00:00,0.0,287.65,287.65,1365.0
2022-01-09 23:00:00,0.0,229.61,229.61,0.0
2022-01-10 00:00:00,0.0,192.93,192.93,1365.0
2022-01-10 01:00:00,0.0,174.68,174.68,0.0
2022-01-10 02:00:00,0.0,164.38,164.38,1365.0
2022-01-10 03:00:00,0.0,165.77,165.77,0.0
2022-01-10 04:00:00,0.0,176.72,176.72,0.0
2022-01-10 05:00:00,0.0,198.03,198.03,0.0
2022-01-10 06:00:00,0.0,258.25,258.25,0.0
2022-01-10 07:00:00,0.0,324.74,324.74,0.0
2022-01-10 08:00:00,1194.55,256.62,-937.93,0.0
2022-01-10 09:00:00,2872.7999999999997,318.11,-2554.6899999999996,0.0
2022-01-10 10:00:00,3643.9900000000002,315.4,-3328.59,1365.0
2022-01-10 11:00:00,4430.02,339.93,-4090.0900000000006,1365.0
2022-01-10 12:00:00,4456.48,323.65,-4132.83,1365.0
2022-01-10 13:00:00,2091.3199999999997,294.97,-1796.3499999999997,2730.0
2022-01-10 14:00:00,2293.48,267.31,-2026.17,630.0
2022-01-10 15:00:00,1155.14,359.82,-795.3200000000002,1995.0
2022-01-10 16:00:00,112.49000000000001,562.48,449.99,3360.0
2022-01-10 17:00:00,0.0,717.53,717.53,1260.0
2022-01-10 18:00:00,0.0,781.66,781.66,1260.0
2022-01-10 19:00:00,0.0,471.76,471.76,2625.0
2022-01-10 20:00:00,0.0,439.36,439.36,3990.0
2022-01-10 21:00:00,0.0,366.8,366.8,5355.0
2022-01-10 22:00:00,0.0,295.99,295.99,6720.0
2022-01-10 23:00:00,0.0,230.5,230.5,8085.0
2022-01-11 00:00:00,0.0,193.85,193.85,9450.0
2022-01-11 01:00:00,0.0,174.91,174.91,7350.0
2022-01-11 02:00:00,0.0,164.49,164.49,8715.0
2022-01-11 03:00:00,0.0,163.54,163.54,10080.0
2022-01-11 04:00:00,0.0,173.88,173.88,10080.0
2022-01-11 05:00:00,0.0,195.09,195.09,7980.0
2022-01-11 06:00:00,0.0,250.48,250.48,5880.0
2022-01-11 07:00:00,0.0,310.71,310.71,3780.0
2022-01-11 08:00:00,933.7299999999999,348.43,-585.3,1680.0
2022-01-11 09:00:00,1173.76,468.86,-704.9,3045.0
2022-01-11 10:00:00,991.1999999999999,490.26,-500.93999999999994,945.0
2022-01-11 11:00:00,417.62,634.84,217.22000000000003,0.0
2022-01-11 12:00:00,291.27,621.64,330.37,0.0
2022-01-11 13:00:00,623.2800000000001,530.19,-93.09000000000003,0.0
2022-01-11 14:00:00,635.39,467.7,-167.69,0.0
2022-01-11 15:00:00,287.7,501.25,213.55,0.0
2022-01-11 16:00:00,0.07,578.72,578.65,1365.0
2022-01-11 17:00:00,0.0,704.35,704.35,2730.0
2022-01-11 18:00:00,0.0,733.49,733.49,4095.0
2022-01-11 19:00:00,0.0,472.5,472.5,5460.0
2022-01-11 20:00:00,0.0,446.74,446.74,3360.0
2022-01-11 21:00:00,0.0,372.93,372.93,3360.0
2022-01-11 22:00:00,0.0,301.55,301.55,1260.0
2022-01-11 23:00:00,0.0,239.0,239.0,1260.0
2022-01-12 00:00:00,0.0,197.82,197.82,2625.0
2022-01-12 01:00:00,0.0,177.63,177.63,2625.0
2022-01-12 02:00:00,0.0,166.99,166.99,525.0
2022-01-12 03:00:00,0.0,167.34,167.34,1890.0
2022-01-12 04:00:00,0.0,178.14,178.14,1890.0
2022-01-12 05:00:00,0.0,200.75,200.75,0.0
2022-01-12 06:00:00,0.0,265.72,265.72,0.0
2022-01-12 07:00:00,0.0,332.73,332.73,1365.0
2022-01-12 08:00:00,1219.54,235.85,-983.6899999999999,2730.0
2022-01-12 09:00:00,2752.33,212.92,-2539.41,2730.0
2022-01-12 10:00:00,3728.13,294.45,-3433.6800000000003,4095.0
2022-01-12 11:00:00,4488.96,327.55,-4161.41,5460.0
2022-01-12 12:00:00,4413.78,320.56,-4093.22,5460.0
2022-01-12 13:00:00,4166.75,300.36,-3866.39,6825.0
2022-01-12 14:00:00,3383.7999999999997,265.28,-3118.5199999999995,8190.0
2022-01-12 15:00:00,2100.0699999999997,254.49,-1845.5799999999997,6090.0
2022-01-12 16:00:00,246.54,528.3,281.76,6090.0
2022-01-12 17:00:00,0.0,687.02,687.02,7455.0
2022-01-12 18:00:00,0.0,446.41,446.41,5355.0
2022-01-12 19:00:00,0.0,475.07,475.07,5355.0
2022-01-12 20:00:00,0.0,441.38,441.38,6720.0
2022-01-12 21:00:00,0.0,369.05,369.05,8085.0
2022-01-12 22:00:00,0.0,299.04,299.04,5985.0
2022-01-12 23:00:00,0.0,232.49,232.49,5985.0
2022-01-13 00:00:00,0.0,193.01,193.01,3885.0
2022-01-13 01:00:00,0.0,176.38,176.38,1785.0
2022-01-13 02:00:00,0.0,166.41,166.41,3150.0
2022-01-13 03:00:00,0.0,168.77,168.77,3150.0
2022-01-13 04:00:00,0.0,180.15,180.15,3150.0
2022-01-13 05:00:00,0.0,201.07,201.07,4515.0
2022-01-13 06:00:00,0.0,260.63,260.63,4515.0
2022-01-13 07:00:00,0.0,331.05,331.05,2415.0
2022-01-13 08:00:00,120.53999999999999,367.59,247.04999999999998,2415.0
2022-01-13 09:00:00,225.54,356.63,131.09,315.0
2022-01-13 10:00:00,310.94,342.41,31.470000000000027,0.0
2022-01-13 11:00:00,283.43,397.3,113.87,0.0
2022-01-13 12:00:00,761.11,327.72,-433.39,0.0
2022-01-13 13:00:00,564.9699999999999,330.32,-234.64999999999992,0.0
2022-01-13 14:00:00,628.32,266.01,-362.31000000000006,0.0
2022-01-13 15:00:00,209.72,279.48,69.76000000000002,1365.0
2022-01-13 16:00:00,2.66,298.89,296.22999999999996,2730.0
2022-01-13 17:00:00,0.0,351.07,351.07,630.0
2022-01-13 18:00:00,0.0,437.38,437.38,1995.0
2022-01-13 19:00:00,0.0,462.06,462.06,0.0
2022-01-13 20:00:00,0.0,432.65,432.65,0.0
2022-01-13 21:00:00,0.0,365.99,365.99,0.0
2022-01-13 22:00:00,0.0,304.22,304.22,1365.0
2022-01-13 23:00:00,0.0,249.16,249.16,2730.0
2022-01-14 00:00:00,0.0,209.62,209.62,4095.0
2022-01-14 01:00:00,0.0,185.98,185.98,5460.0
2022-01-14 02:00:00,0.0,172.08,172.08,6825.0
2022-01-14 03:00:00,0.0,170.45,170.45,6825.0
2022-01-14 04:00:00,0.0,178.72,178.72,4725.0
2022-01-14 05:00:00,0.0,187.29,187.29,2625.0
2022-01-14 06:00:00,0.0,210.7,210.7,2625.0
2022-01-14 07:00:00,0.0,287.58,287.58,525.0
2022-01-14 08:00:00,0.0,394.89,394.89,525.0
2022-01-14 09:00:00,1481.83,266.34,-1215.49,0.0
2022-01-14 10:00:00,376.46000000000004,396.48,20.019999999999982,0.0
2022-01-14 11:00:00,1061.4099999999999,381.53,-679.8799999999999,0.0
2022-01-14 12:00:00,1177.47,380.8,-796.6700000000001,0.0
2022-01-14 13:00:00,795.27,621.05,-174.22000000000003,0.0
2022-01-14 14:00:00,697.69,569.01,-128.68000000000006,0.0
2022-01-14 15:00:00,502.81,521.19,18.380000000000052,0.0
2022-01-14 16:00:00,91.98,307.82,215.83999999999997,1365.0
2022-01-14 17:00:00,0.0,373.97,373.97,0.0
2022-01-14 18:00:00,0.0,439.95,439.95,0.0
2022-01-14 19:00:00,0.0,455.56,455.56,0.0
2022-01-14 20:00:00,0.0,424.65,424.65,0.0
2022-01-14 21:00:00,0.0,359.44,359.44,0.0
2022-01-14 22:00:00,0.0,311.15,311.15,0.0
2022-01-14 23:00:00,0.0,257.09,257.09,1365.0
2022-01-15 00:00:00,0.0,221.58,221.58,1365.0
2022-01-15 01:00:00,0.0,199.44,199.44,1365.0
2022-01-15 02:00:00,0.0,180.07,180.07,1365.0
2022-01-15 03:00:00,0.0,173.73,173.73,1365.0
2022-01-15 04:00:00,0.0,179.44,179.44,0.0
2022-01-15 05:00:00,0.0,183.33,183.33,0.0
2022-01-15 06:00:00,0.0,195.8,195.8,0.0
2022-01-15 07:00:00,0.0,244.05,244.05,0.0
2022-01-15 08:00:00,738.85,287.6,-451.25,0.0
2022-01-15 09:00:00,1206.03,552.76,-653.27,0.0
2022-01-15 10:00:00,2248.4,541.16,-1707.2400000000002,1365.0
2022-01-15 11:00:00,1781.5,654.85,-1126.65,1365.0
2022-01-15 12:00:00,2785.65,447.91,-2337.7400000000002,0.0
2022-01-15 13:00:00,1964.69,473.91,-1490.78,1365.0
2022-01-15 14:00:00,753.06,579.72,-173.33999999999992,1365.0
2022-01-15 15:00:00,1390.27,441.71,-948.56,0.0
2022-01-15 16:00:00,180.95000000000002,634.94,453.99,0.0
2022-01-15 17:00:00,0.0,492.42,492.42,0.0
2022-01-15 18:00:00,0.0,446.03,446.03,0.0
2022-01-15 19:00:00,0.0,466.19,466.19,0.0
2022-01-15 20:00:00,0.0,441.98,441.98,1365.0
2022-01-15 21:00:00,0.0,365.08,365.08,1365.0
2022-01-15 22:00:00,0.0,302.46,302.46,1365.0
2022-01-15 23:00:00,0.0,241.51,241.51,2730.0
2022-01-16 00:00:00,0.0,194.96,194.96,4095.0
2022-01-16 01:00:00,0.0,173.58,173.58,5460.0
2022-01-16 02:00:00,0.0,162.88,162.88,5460.0
2022-01-16 03:00:00,0.0,164.16,164.16,5460.0
2022-01-16 04:00:00,0.0,174.25,174.25,6825.0
2022-01-16 05:00:00,0.0,195.63,195.63,6825.0
2022-01-16 06:00:00,0.0,254.09,254.09,8190.0
2022-01-16 07:00:00,0.0,321.88,321.88,6090.0
2022-01-16 08:00:00,738.85,392.49,-346.36,7455.0
2022-01-16 09:00:00,199.08,677.82,478.74,7455.0
2022-01-16 10:00:00,157.64,679.72,522.08,5355.0
2022-01-16 11:00:00,603.82,639.44,35.620000000000005,5355.0
2022-01-16 12:00:00,1845.8999999999999,411.46,-1434.4399999999998,5355.0
2022-01-16 13:00:00,2567.67,314.49,-2253.1800000000003,3255.0
2022-01-16 14:00:00,2088.03,282.03,-1806.0000000000002,1155.0
2022-01-16 15:00:00,903.91,420.75,-483.15999999999997,1155.0
2022-01-16 16:00:00,116.05999999999999,572.92,456.85999999999996,2520.0
2022-01-16 17:00:00,0.0,723.47,723.47,3885.0
2022-01-16 18:00:00,0.0,755.25,755.25,1785.0
2022-01-16 19:00:00,0.0,475.73,475.73,1785.0
2022-01-16 20:00:00,0.0,444.71,444.71,1785.0
2022-01-16 21:00:00,0.0,363.0,363.0,1785.0
2022-01-16 22:00:00,0.0,288.69,288.69,1785.0
2022-01-16 23:00:00,0.0,229.82,229.82,3150.0
2022-01-17 00:00:00,0.0,190.28,190.28,4515.0
2022-01-17 01:00:00,0.0,172.27,172.27,4515.0
2022-01-17 02:00:00,0.0,163.47,163.47,2415.0
2022-01-17 03:00:00,0.0,164.84,164.84,3780.0
2022-01-17 04:00:00,0.0,175.36,175.36,1680.0
2022-01-17 05:00:00,0.0,195.98,195.98,0.0
2022-01-17 06:00:00,0.0,254.0,254.0,0.0
2022-01-17 07:00:00,0.0,316.13,316.13,0.0
2022-01-17 08:00:00,1195.95,342.44,-853.51,1365.0
2022-01-17 09:00:00,2796.78,315.99,-2480.79,1365.0
2022-01-17 10:00:00,3660.6500000000005,315.26,-3345.3900000000003,2730.0
2022-01-17 11:00:00,4449.69,337.53,-4112.16,4095.0
2022-01-17 12:00:00,4637.150000000001,321.39,-4315.76,5460.0
2022-01-17 13:00:00,4496.099999999999,293.5,-4202.599999999999,6825.0
2022-01-17 14:00:00,3698.52,264.96,-3433.56,6825.0
2022-01-17 15:00:00,2396.03,258.69,-2137.34,8190.0
2022-01-17 16:00:00,577.29,480.73,-96.55999999999995,9555.0
2022-01-17 17:00:00,0.0,695.68,695.68,10920.0
2022-01-17 18:00:00,0.0,870.84,870.84,12285.0
2022-01-17 19:00:00,0.0,533.79,533.79,10185.0
2022-01-17 20:00:00,0.0,434.76,434.76,8085.0
2022-01-17 21:00:00,0.0,362.62,362.62,5985.0
2022-01-17 22:00:00,0.0,294.43,294.43,7350.0
2022-01-17 23:00:00,0.0,229.1,229.1,7350.0
2022-01-18 00:00:00,0.0,192.83,192.83,5250.0
2022-01-18 01:00:00,0.0,175.22,175.22,3150.0
2022-01-18 02:00:00,0.0,165.52,165.52,1050.0
2022-01-18 03:00:00,0.0,165.01,165.01,0.0
2022-01-18 04:00:00,0.0,174.87,174.87,0.0
2022-01-18 05:00:00,0.0,196.27,196.27,0.0
2022-01-18 06:00:00,0.0,250.03,250.03,0.0
2022-01-18 07:00:00,0.0,307.28,307.28,0.0
2022-01-18 08:00:00,934.5,366.4,-568.1,1365.0
2022-01-18 09:00:00,978.1099999999999,495.9,-482.2099999999999,1365.0
2022-01-18 10:00:00,1253.5600000000002,451.0,-802.5600000000002,1365.0
2022-01-18 11:00:00,726.6,589.83,-136.76999999999998,0.0
2022-01-18 12:00:00,885.36,537.19,-348.16999999999996,1365.0
2022-01-18 13:00:00,285.18,578.96,293.78000000000003,2730.0
2022-01-18 14:00:00,1289.54,372.65,-916.89,4095.0
2022-01-18 15:00:00,436.31,473.5,37.19,4095.0
2022-01-18 16:00:00,62.089999999999996,559.13,497.04,4095.0
2022-01-18 17:00:00,0.0,687.34,687.34,4095.0
2022-01-18 18:00:00,0.0,875.21,875.21,1995.0
2022-01-18 19:00:00,0.0,471.62,471.62,0.0
2022-01-18 20:00:00,0.0,445.13,445.13,0.0
2022-01-18 21:00:00,0.0,371.79,371.79,1365.0
2022-01-18 22:00:00,0.0,301.23,301.23,0.0
2022-01-18 23:00:00,0.0,238.14,238.14,0.0
2022-01-19 00:00:00,0.0,197.15,197.15,0.0
2022-01-19 01:00:00,0.0,177.03,177.03,0.0
2022-01-19 02:00:00,0.0,167.48,167.48,0.0
2022-01-19 03:00:00,0.0,167.18,167.18,1365.0
2022-01-19 04:00:00,0.0,178.84,178.84,0.0
2022-01-19 05:00:00,0.0,199.9,199.9,0.0
2022-01-19 06:00:00,0.0,263.09,263.09,1365.0
2022-01-19 07:00:00,0.0,326.99,326.99,2730.0
2022-01-19 08:00:00,549.36,283.14,-266.22,2730.0
2022-01-19 09:00:00,431.13,326.3,-104.82999999999998,630.0
2022-01-19 10:00:00,698.11,304.18,-393.93,0.0
2022-01-19 11:00:00,481.17999999999995,375.45,-105.72999999999996,0.0
