#{"t_start": 1636969397.7435932, "env_id": null}
r,l,t
-5510.804063,8759,28.258674
-3426.889622,8759,56.686785
-1930.134484,8759,84.815685
-1433.436726,8759,111.432198
-1440.020747,8759,138.082994
-1482.169851,8759,166.695722
-1337.881603,8759,193.461347
-1451.23281,8759,219.568746
-1296.498269,8759,245.9876
-1231.803477,8759,309.128345
-903.811572,8759,335.516418
-684.567181,8759,364.711086
-878.363666,8759,391.340356
-722.483087,8759,417.941653
-765.132007,8759,444.738856
-615.075017,8759,471.183209
-625.293334,8759,498.08992
-809.155061,8759,524.658919
-997.296237,8759,551.999695
-1066.431759,8759,612.586995
-754.835408,8759,639.717196
-662.874368,8759,666.971426
-698.490722,8759,694.032998
-740.41544,8759,720.779592
-837.204815,8759,747.735473
-877.118195,8759,774.641859
-815.492067,8759,801.655391
-847.949001,8759,828.488797
-668.938179,8759,855.423318
-589.009163,8759,913.52286
