#{"t_start": 1657031163.0152857, "env_id": "MicrogridControlGym-v0"}
r,l,t
-16286.233977,8759,45.070227
-13789.069122,8759,94.843221
-13414.296759,8759,144.456316
-13416.197305,8759,195.468932
-13408.619672,8759,245.715203
