#{"t_start": 1657100096.369407, "env_id": "MicrogridControlGym-v0"}
r,l,t
-15717.401606,8759,40.964185
-13247.800649,8759,86.258763
-12894.738794,8759,132.140309
-12884.146485,8759,178.922776
-12879.546328,8759,225.912982
