#{"t_start": 1634640451.6455154, "env_id": null}
r,l,t
-6182.254554,8759,11.684022
-5899.84807,8759,24.390398
-5211.276313,8759,37.697449
-4813.179173,8759,50.292025
-4332.404895,8759,62.635744
-4047.418201,8759,76.153686
-3501.768772,8759,90.2118
-3212.407409,8759,102.967313
-3035.151399,8759,116.697535
-2743.196562,8759,130.822789
-2460.438039,8759,143.501449
-2098.778776,8759,157.792445
-1799.948001,8759,170.446381
-1507.364106,8759,184.492831
-912.04171,8759,197.213053
-834.484624,8759,209.696356
-626.42339,8759,222.594112
-972.202365,8759,235.043459
-861.235493,8759,248.294457
-753.835637,8759,261.957003
-926.195259,8759,275.2342
-872.436682,8759,289.112439
-905.730733,8759,303.262802
-818.358123,8759,316.794595
-782.297958,8759,330.430202
-855.128322,8759,343.064354
-872.3532,8759,357.485699
-813.994636,8759,370.32016
-836.370747,8759,383.102035
-825.496862,8759,395.873406
-804.485802,8759,408.84075
-832.362771,8759,422.162267
-850.874544,8759,436.950974
-913.550384,8759,450.663457
-906.736878,8759,463.453165
-807.471604,8759,475.953317
-902.651151,8759,489.055766
-878.456669,8759,502.268821
-668.744103,8759,516.300286
-741.281705,8759,528.783065
-614.875849,8759,541.256717
-863.168438,8759,554.860772
-820.197686,8759,567.737297
-686.473019,8759,580.840272
-600.849873,8759,594.31161
-636.944922,8759,607.755558
-595.158321,8759,620.203606
-624.186519,8759,634.360645
-699.156083,8759,647.886559
-599.103256,8759,661.667703
-558.799881,8759,674.756237
-600.619667,8759,687.570274
-621.815693,8759,702.167729
-479.991263,8759,715.396524
-522.548546,8759,728.745943
-580.631567,8759,742.319033
-587.284843,8759,754.802017
-546.503415,8759,769.929591
-526.074232,8759,782.817328
-479.44952,8759,795.604809
-541.750374,8759,809.736248
-449.978842,8759,824.104652
-578.127609,8759,837.266375
-616.186394,8759,851.078816
-680.479074,8759,863.571222
-675.208401,8759,877.108815
-486.742119,8759,889.841126
-534.455067,8759,902.970322
-564.988525,8759,916.092122
-591.371958,8759,929.52932
-664.639542,8759,943.985016
-631.432303,8759,956.615182
-721.565763,8759,969.750059
-665.435303,8759,984.470409
-619.616277,8759,998.576881
-495.276283,8759,1011.141093
-511.199348,8759,1023.66608
-513.225912,8759,1038.076748
-511.993395,8759,1051.15339
-738.366978,8759,1064.88008
-682.07992,8759,1079.474754
-633.958329,8759,1092.696508
-698.773724,8759,1105.444709
-724.311599,8759,1119.442026
-625.832216,8759,1134.241974
-660.903717,8759,1148.030412
-576.095339,8759,1160.584838
-602.917508,8759,1173.108232
-729.879756,8759,1185.653052
-717.466058,8759,1199.585384
-569.35992,8759,1212.647077
-602.585074,8759,1226.375594
-676.395236,8759,1240.42582
-687.803137,8759,1253.475338
-840.035549,8759,1268.998172
-826.203407,8759,1282.679853
-807.81713,8759,1295.955569
-715.94928,8759,1309.87959
-753.57098,8759,1322.441401
-761.533538,8759,1335.07061
-664.704062,8759,1347.57887
-557.809942,8759,1361.992269
-568.948831,8759,1374.919876
-563.415791,8759,1387.680273
-592.730703,8759,1400.872239
-605.584154,8759,1413.845844
-619.901592,8759,1427.279739
-575.211605,8759,1440.932773
-578.317924,8759,1454.530846
-633.385337,8759,1467.33452
-601.699729,8759,1480.091928
-584.072846,8759,1493.6567
-619.671522,8759,1506.971991
-608.401346,8759,1521.077989
-668.79036,8759,1534.982183
-701.204559,8759,1548.348915
-658.566064,8759,1561.205285
-724.196848,8759,1575.331368
-663.53462,8759,1588.527748
-654.322582,8759,1602.507514
-715.346433,8759,1616.075021
-681.565033,8759,1631.311841
-644.629693,8759,1645.087579
-744.803068,8759,1657.646067
-618.508288,8759,1670.440565
-687.660594,8759,1684.330163
-590.301129,8759,1698.414576
-558.896531,8759,1711.566226
-484.647665,8759,1725.416378
-572.778803,8759,1739.137104
-616.548119,8759,1752.038399
-614.61935,8759,1765.125912
-623.972883,8759,1778.090045
-633.580238,8759,1792.049333
-623.338741,8759,1804.602614
-642.671672,8759,1817.145722
-608.515948,8759,1829.697137
-674.770962,8759,1843.992761
-594.478394,8759,1857.984699
-641.768066,8759,1872.96046
-578.945387,8759,1886.259315
-516.178577,8759,1899.194112
-586.897559,8759,1912.894661
-722.549473,8759,1925.931525
-566.02889,8759,1939.593433
-565.28272,8759,1954.104813
-652.360208,8759,1968.88353
-785.735356,8759,1981.736785
-583.63592,8759,1994.872172
-601.294202,8759,2010.628742
