#{"t_start": 1657100565.111698, "env_id": "MicrogridControlGym-v0"}
r,l,t
-15729.240941,8759,42.63576
-13186.445207,8759,89.919887
-12878.525258,8759,137.492813
-12862.038243,8759,184.281438
-12851.693703,8759,233.14004
