#{"t_start": 1635954497.1362708, "env_id": null}
r,l,t
-15400.991061,8759,70.092645
-14032.697574,8759,138.319154
-12836.976847,8759,204.730972
-10694.215753,8759,270.686627
-9655.052612,8759,297.233243
-9669.77494,8759,323.791324
-9593.178903,8759,350.826624
-9561.028535,8759,377.512842
-10209.522931,8759,404.277455
-11562.966857,8759,469.86268
-11711.398162,8759,496.353856
-11483.06107,8759,522.997351
-11641.545056,8759,549.692662
-11976.45756,8759,576.812486
-10130.686928,8759,603.403534
-9917.840682,8759,629.836477
-9122.012957,8759,656.462391
-9769.762966,8759,683.297564
-10327.303694,8759,709.918383
-11271.730685,8759,775.196303
-12328.972372,8759,801.96044
-9934.139446,8759,828.451332
-8767.876995,8759,855.375609
-8948.347994,8759,882.325449
-8110.254324,8759,908.716382
-8489.539866,8759,935.478995
-8509.860946,8759,962.141195
-9152.07225,8759,989.048864
-11813.735929,8759,1015.869551
-10498.750329,8759,1079.696661
-8043.672711,8759,1106.178204
-8143.198413,8759,1133.579339
-9063.993093,8759,1160.709883
-8621.214117,8759,1187.107805
-10687.794202,8759,1213.536808
-10365.236418,8759,1240.008425
-9853.700045,8759,1266.725157
-8240.754743,8759,1294.051955
-8608.25173,8759,1320.596992
-9631.682435,8759,1386.298185
-8015.502807,8759,1412.458952
-7792.178882,8759,1439.454541
-8002.755601,8759,1466.169155
-9094.833266,8759,1492.450508
-12228.627778,8759,1519.140724
-12046.368766,8759,1545.694579
-11532.631025,8759,1571.898697
-9404.495703,8759,1598.30557
-10019.363892,8759,1625.479829
-10219.465961,8759,1690.217394
