#{"t_start": 1637156769.042533, "env_id": null}
r,l,t
-4699.879074,8759,41.757643
-3657.028224,8759,83.373954
-3201.167005,8759,123.642412
-3198.104303,8759,163.899638
-3212.620944,8759,203.758725
-3250.877397,8759,243.190531
-3169.887145,8759,283.593061
-3246.889575,8759,325.663557
-3220.99271,8759,367.082996
-3207.281612,8759,448.51778
-3177.930556,8759,488.802097
-3205.258731,8759,529.296893
-3236.189308,8759,569.893355
-3238.832752,8759,610.157881
-3219.744588,8759,650.947788
-3216.318031,8759,691.506866
-3241.372906,8759,732.437466
-3208.698019,8759,773.161397
-3256.348297,8759,813.722199
-3292.541523,8759,899.064559
