#{"t_start": 1657034043.2914307, "env_id": "MicrogridControlGym-v0"}
r,l,t
-16370.226118,8759,40.436863
-13952.807176,8759,83.676919
-13569.147805,8759,127.349071
-13553.450049,8759,170.612269
-13567.145878,8759,214.468414
